DATA_ID,STUDY_ID,AI_NAME,AI_50,AI_50_TYPE,AI_ERROR_LOWER,AI_ERROR_HIGHER,AI_ERROR_TYPE,AI_N_CONTAINER,AI_N_INDIVIDUALS_PER_CONTAINER,AI_N_STRUCTURE,FORM_NAME,FORM_50,FORM_50_TYPE,FORM_ERROR_LOWER,FORM_ERROR_HIGHER,FORM_ERROR_TYPE,FORM_N_CONTAINER,FORM_N_INDIVIDUALS_PER_CONTAINER,FORM_N_STRUCTURE,CI_METHOD,CONTROL_GROUP,TEST_GROUP,MULTIPLE_MEASUREMENT,MULTIPLE_TYPE,SPECIES_NAME_BINOMIAL,SPECIES_NAME_COMMON,STRAIN_CLONE_SOURCE,SPECIES_CLASS,SPECIES_PHYLUM,SPECIES_KINGDOM,ECOSYSTEM,LIFE_STAGE,EXPOSURE_DURATION_HOURS,PESTICIDE_CLASS,NANO_FORMULATION,BIO_FORMULATION,SEX,EXPOSURE_ROUTE,ACUTE_CHRONIC_TOXICITY,TEMPERATURE_°C,PH,FEEDING_STATE,AGE_TEST_ORGANISM_HOURS,REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED,GUIDELINES,WATER_HARDNESS_mg_L_Ca_CO3,SE_SIMULATION_REQUIRED,FORMULATION_TYPE,FORMULATION_EXPRESSED_IN_AI_CONC,FORMULATION_VALUE_ADJUSTED,YEAR_PUBLISHED,NOTES
336,wos2172,glyphosate,127,LC50,37,53,CI_95,4,5,"4 containers, 5 individuals",Roundup,12.7,LC50,3.7,5.3,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_c,wos2172_form_c,wos2172_4,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,NA,NO,soluble concentrate,YES,NA,1999,lake water
337,wos2172,glyphosate,121,LC50,10,12,CI_95,4,5,"4 containers, 5 individuals",Roundup,11.6,LC50,1.3,1.5,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_c,wos2172_form_c,wos2172_4,1,Litoria moorei,NA,Mandurah District,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,NA,NO,soluble concentrate,YES,NA,1999,lake water
338,wos2172,glyphosate,89.6,LC50,16,19,CI_95,5,1,"5 individuals per concentration, housed separately",Roundup,52.6,LC50,13.3,17.9,CI_95,5,1,"5 individuals per concentration, housed separately",Spearman-Karber,wos2172_ai_e,wos2172_form_e,wos2172_5,1,Crinia insignifera,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,adult,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,1999,aged tapwater
339,wos2172,glyphosate,83.6,LC50,16.2,20,CI_95,5,1,"5 individuals per concentration, housed separately",Roundup,49.4,LC50,8.9,10.8,CI_95,5,1,"5 individuals per concentration, housed separately",Spearman-Karber,wos2172_ai_e,wos2172_form_e,wos2172_5,1,Crinia insignifera,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,adult,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,NA,YES,NA,NA,NO,soluble concentrate,YES,NA,1999,aged tapwater
340,wos2172,glyphosate-IPA,>373,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Roundup,8.6,LC50,0.8,0.9,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_g,wos2172_form_g,wos2172_6,1,Heleioporus eyrei,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water
341,wos2172,glyphosate-IPA,>373,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Roundup,6.3,LC50,0.7,0.8,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_g,wos2172_form_g,wos2172_6,1,Heleioporus eyrei,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water
342,wos2172,glyphosate-IPA,>466,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Roundup,3.6,LC50,0.3,0.5,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_i,wos2172_form_i,wos2172_7,1,Crinia insignifera,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water
343,wos2172,glyphosate-IPA,>400,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Roundup,4.6,LC50,0.5,0.6,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_j,wos2172_form_ja,wos2172_8,1,Lymnodynastes dorsalis,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water
344,wos2172,glyphosate-IPA,>400,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Roundup,3,LC50,0.2,0.2,CI_95,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_j,wos2172_form_ja,wos2172_8,1,Lymnodynastes dorsalis,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water
345,wos2172,glyphosate-IPA,>400,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Roundup Biactive,>400,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_j,wos2172_form_jb,wos2172_9,1,Lymnodynastes dorsalis,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,24,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water
346,wos2172,glyphosate-IPA,>400,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Roundup Biactive,>400,LC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Spearman-Karber,wos2172_ai_j,wos2172_form_jb,wos2172_9,1,Lymnodynastes dorsalis,NA,Perth,Amphibia,Chordata,Animalia,Aquatic/Terrestrial,larvae,48,herbicide,NO,NO,NA,environmental,acute,20,NA,starved,25 (gosner stage),YES,NA,44,YES,soluble concentrate,YES,NA,1999,soft water
347,wos2071,glyphosate,1324,EC50,237,250,CI_95,10,9,"10 replicates, 9 eggs each",Roundup Biovert 360,18,EC50,15.2,48,CI_95,5,9,"5 replicates, 9 eggs each",Hill's model,wos2071_ai_a,wos2071_form_a,wos2071_1,1,Helix aspersa,NA,University of Franche-Comté,Gastropoda,Mollusca,Animalia,Terrestrial,embryo,480,herbicide,NO,NO,NA,contact,chronic,20,NA,NA,NA,NO,NA,NA,NO,soluble concentrate,YES,NA,2010,"there was a difference in pH between the ai and formulation. The ai was more acidic but was still far less toxic. Also, in this paper snails were shown to be very tolerant to pH fluctuations between 2.3-6.9. Furthermore, the sample size for glyphosate was a sum of 3 tests. The third test used slightly different concentrations. They summed it together and analysed in the paper and I'm extracting the approach they took."
348,wos1991,permethrin,0.082,LC50,0.022,0.018,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",Permanone,0.9,LC50,0.19,0.39,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",probit,wos1991_ai_a,wos1991_form_a,wos1991_1,1,Acheta domesticus,house cricket,Big Apple Herpetological,Insecta,Arthropoda,Animalia,Terrestrial,adult,24,insecticide,NO,NO,NA,contact,acute,21,NA,NA,NA,NO,NA,NA,NO,Emulsifiable concentrate,YES,NA,2010,NA
349,wos1991,naled,0.038,LC50,0.004,0.007,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",Trumpet,0.44,LC50,0.08,0.12,CI_95,32,1,"32 individuals, housed separetely, but in 4 blocks",probit,wos1991_ai_b,wos1991_form_b,wos1991_2,1,Acheta domesticus,house cricket,Big Apple Herpetological,Insecta,Arthropoda,Animalia,Terrestrial,adult,24,insecticide,NO,NO,NA,contact,acute,21,NA,NA,NA,NO,NA,NA,NO,Emulsifiable concentrate,YES,NA,2010,NA
350,wos236,sulcotrione,4691.2,IC50,702.1,702.1,SE,3,5,"3 runs, 5 replicates",Mikado,176.3,IC50,12.1,12.1,SE,3,5,"3 runs, 5 replicates",NA,wos236_ai_a,wos236_form_a,wos236_1,1,Tetrahymena pyriformis,NA,Carlsberg Foundation,Ciliatea ,Ciliophora,Chromista ,Aquatic,NA,9,herbicide,NO,NO,NA,environmental,acute,28,NA,NA,NA,NO,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2008,NA
351,wos236,mesotrione,7728.4,IC50,1247.1,1247.1,SE,3,5,"3 runs, 5 replicates",Callisto,4,IC50,0.1,0.1,SE,3,5,"3 runs, 5 replicates",NA,wos236_ai_b,wos236_form_b,wos236_2,1,Tetrahymena pyriformis,NA,Carlsberg Foundation,Ciliatea ,Ciliophora,Chromista ,Aquatic,NA,9,herbicide,NO,NO,NA,environmental,acute,28,NA,NA,NA,NO,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2008,NA
352,wos236,sulcotrione,55.1,IC50,5.6,5.6,SE,4,1,4 replicates,Mikado,12.5,IC50,1.3,1.3,SE,4,1,4 replicates,NA,wos236_ai_c,wos236_form_c,wos236_3,1,Aliivibrio fischeri ,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,NA,unaltered,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2008,pH unaltered.
353,wos236,sulcotrione,194.6,IC50,13.8,13.8,SE,4,1,4 replicates,Mikado,99.9,IC50,13.1,13.1,SE,4,1,4 replicates,NA,wos236_ai_d,wos236_form_d,wos236_4,1,Aliivibrio fischeri ,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,NA,neutralised,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2008,pH neutralised.
354,wos236,mesotrione,43.6,IC50,2.4,2.4,SE,4,1,4 replicates,Callisto,1.1,IC50,0.1,0.1,SE,4,1,4 replicates,NA,wos236_ai_e,wos236_form_e,wos236_5,1,Aliivibrio fischeri ,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,NA,unaltered,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2008,pH unaltered.
355,wos236,mesotrione,69.2,IC50,4,4,SE,4,1,4 replicates,Callisto,0.9,IC50,0.2,0.2,SE,4,1,4 replicates,NA,wos236_ai_f,wos236_form_f,wos236_6,1,Aliivibrio fischeri ,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,NA,neutralised,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2008,pH neutralised.
356,wos214,S-metolachlor + benoxacor,174.5,IC50,20.1,20.1,SE,4,1,4 replicates,Dual Gold Safeneur,20.5,IC50,2,2,SE,4,1,4 replicates,NA,wos214_ai_a,wos214_form_a,wos214_1,1,Aliivibrio fischeri ,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,NA,NA,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2013,NA
357,wos214,nicosulfuron,167.8,IC50,21.8,21.8,SE,4,1,4 replicates,Milagro,4.1,IC50,0.7,0.7,SE,4,1,4 replicates,NA,wos214_ai_b,wos214_form_b,wos214_2,1,Aliivibrio fischeri ,NA,Azur Environmental,Gammaproteobacteria,Proteobacteria,Bacteria,Aquatic,NA,0.25,herbicide,NO,NO,NA,environmental,acute,NA,NA,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2013,NA
358,scopus97,carbaryl,61.14,LC50,2.86,3,CI_95,20,1,"20 fish, housing not detailed",carbaryl commercial,162.6,LC50,6.78,7.08,CI_95,20,1,"20 fish, housing not detailed",Trimmed Spearman–Karber,scopus97_ai_a,scopus97_form_a,scopus97_1,1,Clarias batrachus,NA,"Varanasi, India",Actinopterygii ,Chordata,Animalia,Aquatic,adult,24,insecticide,NO,NO,NA,environmental,acute,27,7.5,starved,NA,NO,NA,NA,NO,UNSURE,YES,NA,1988,NA
359,scopus97,carbaryl,53.65,LC50,4.61,4.63,CI_95,20,1,"20 fish, housing not detailed",carbaryl commercial,134.08,LC50,5.46,5.46,CI_95,20,1,"20 fish, housing not detailed",Trimmed Spearman–Karber,scopus97_ai_a,scopus97_form_a,scopus97_1,1,Clarias batrachus,NA,"Varanasi, India",Actinopterygii ,Chordata,Animalia,Aquatic,adult,48,insecticide,NO,NO,NA,environmental,acute,27,7.5,starved,NA,NO,NA,NA,NO,UNSURE,YES,NA,1988,NA
360,scopus97,carbaryl,48.58,LC50,3.63,3.64,CI_95,20,1,"20 fish, housing not detailed",carbaryl commercial,123.36,LC50,3.55,3.6,CI_95,20,1,"20 fish, housing not detailed",Trimmed Spearman–Karber,scopus97_ai_a,scopus97_form_a,scopus97_1,1,Clarias batrachus,NA,"Varanasi, India",Actinopterygii ,Chordata,Animalia,Aquatic,adult,72,insecticide,NO,NO,NA,environmental,acute,27,7.5,starved,NA,NO,NA,NA,NO,UNSURE,YES,NA,1988,NA
361,scopus97,carbaryl,46.85,LC50,5.89,5.92,CI_95,20,1,"20 fish, housing not detailed",carbaryl commercial,107.66,LC50,6.83,6.83,CI_95,20,1,"20 fish, housing not detailed",Trimmed Spearman–Karber,scopus97_ai_a,scopus97_form_a,scopus97_1,1,Clarias batrachus,NA,"Varanasi, India",Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,insecticide,NO,NO,NA,environmental,acute,27,7.5,starved,NA,NO,NA,NA,NO,UNSURE,YES,NA,1988,NA
362,wos67,methomyl,0.021,EC50,0.002,0.001,CI_95,4,5,"4 containers, 5 individuals",Lannate,0.024,EC50,0.002,0.002,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_ai_a,wos67_form_a,wos67_1,1,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,insecticide,NO,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,NO,Water-soluble powders,YES,NA,2009,NA
363,wos67,propanil,2.1,EC50,0.3,0.4,CI_95,4,5,"4 containers, 5 individuals",Stam,3.6,EC50,0.4,0.5,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_ai_b,wos67_form_b,wos67_2,1,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2009,NA
364,wos67,glyphosate,>2000,EC50,NA,NA,NA,4,5,"4 containers, 5 individuals",Spasor,307,EC50,8,8,CI_95,4,5,"4 containers, 5 individuals",probit,wos67_ai_c,wos67_form_c,wos67_3,1,Daphnia magna,water flea,Clone A,Branchiopoda,Arthropoda,Animalia,Aquatic,neonate,48,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,24,YES,NA,NA,YES,UNSURE,YES,NA,2009,NA
365,wos67,methomyl,108,EC50,21,18,CI_95,3,1,3 replicates,Lannate,184,EC50,20,22,CI_95,3,1,3 replicates,probit,wos67_ai_d,wos67_form_d,wos67_4,1,Raphidocelis subcapitata,NA,NA,Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,insecticide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,NO,Water-soluble powders,YES,NA,2009,NA
366,wos67,propanil,0.031,EC50,0.008,0.006,CI_95,3,1,3 replicates,Stam,0.012,EC50,0.003,0.006,CI_95,3,1,3 replicates,probit,wos67_ai_e,wos67_form_e,wos67_5,1,Raphidocelis subcapitata,NA,NA,Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2009,NA
367,wos67,glyphosate,129,EC50,21,29,CI_95,3,1,3 replicates,Spasor,71,EC50,8,8,CI_95,3,1,3 replicates,probit,wos67_ai_f,wos67_form_f,wos67_6,1,Raphidocelis subcapitata,NA,NA,Chlorophyceae,Chlorophyta,Plantae,Aquatic,NA,96,herbicide,NO,NO,NA,environmental,acute,20,NA,NA,NA,YES,NA,NA,NO,UNSURE,YES,NA,2009,NA
368,wos159,thiamethoxam,>10,LC50,NA,NA,NA,4,10,"4 replicates, 10 individuals",Actara,>10,LC50,NA,NA,NA,4,10,"4 replicates, 10 individuals",log-logistic,wos159_ai_a,wos159_form_a,wos159_1,1,Eisenia andrei,NA,University of Amsterdam,Clitellata ,Annelida ,Animalia,Terrestrial,adult,672,insecticide,NO,NO,NA,environmental,chronic,20,NA,fed,1440,YES,NA,NA,YES,wettable powder,YES,NA,2020,NA
369,wos159,acetamiprid,0.8,LC50,0.5,0.2,CI_95,4,10,"4 replicates, 10 individuals",Mospilan,0.8,LC50,0.5,0.2,CI_95,4,10,"4 replicates, 10 individuals",log-logistic,wos159_ai_b,wos159_form_b,wos159_2,1,Eisenia andrei,NA,University of Amsterdam,Clitellata ,Annelida ,Animalia,Terrestrial,adult,672,insecticide,NO,NO,NA,environmental,chronic,20,NA,fed,1440,YES,NA,NA,NO,Water-soluble granules,YES,NA,2020,NA
370,wos159,thiacloprid,8,LC50,NA,NA,NA,4,10,"4 replicates, 10 individuals",Calypso,7,LC50,0.5,0.5,CI_95,4,10,"4 replicates, 10 individuals",log-logistic,wos159_ai_c,wos159_form_c,wos159_3,1,Eisenia andrei,NA,University of Amsterdam,Clitellata ,Annelida ,Animalia,Terrestrial,adult,672,insecticide,NO,NO,NA,environmental,chronic,20,NA,fed,1440,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2020,no reliable CI could be generated.
371,wos159,imidacloprid,1,LC50,1,1.5,CI_95,4,10,"4 replicates, 10 individuals",Confidor,0.8,LC50,0.2,0.2,CI_95,4,10,"4 replicates, 10 individuals",log-logistic,wos159_ai_d,wos159_form_d,wos159_4,1,Eisenia andrei,NA,University of Amsterdam,Clitellata ,Annelida ,Animalia,Terrestrial,adult,672,insecticide,NO,NO,NA,environmental,chronic,20,NA,fed,1440,YES,NA,NA,NO,Soluble concentrates,YES,NA,2020,NA
372,wos159,thiamethoxam,0.32,LC50,0.02,0.08,CI_95,5,10,"5 replicates, 10 individuals",Actara,0.33,LC50,0.03,0.07,CI_95,5,10,"5 replicates, 10 individuals",log-logistic,wos159_ai_e,wos159_form_e,wos159_5,1,Folsomia candida,NA,University of Amsterdam,Entognatha ,Arthropoda,Animalia,Terrestrial,juvenile,672,insecticide,NO,NO,NA,environmental,chronic,20,NA,fed,264,YES,NA,NA,NO,wettable powder,YES,NA,2020,NA
373,wos159,acetamiprid,0.12,LC50,0.02,0.03,CI_95,5,10,"5 replicates, 10 individuals",Mospilan,0.42,LC50,0.12,0.08,CI_95,5,10,"5 replicates, 10 individuals",log-logistic,wos159_ai_f,wos159_form_f,wos159_6,1,Folsomia candida,NA,University of Amsterdam,Entognatha ,Arthropoda,Animalia,Terrestrial,juvenile,672,insecticide,NO,NO,NA,environmental,chronic,20,NA,fed,264,YES,NA,NA,NO,Water-soluble granules,YES,NA,2020,NA
374,wos159,thiacloprid,5,LC50,1,2,CI_95,5,10,"5 replicates, 10 individuals",Calypso,4.3,LC50,1.3,1.7,CI_95,5,10,"5 replicates, 10 individuals",log-logistic,wos159_ai_g,wos159_form_g,wos159_7,1,Folsomia candida,NA,University of Amsterdam,Entognatha ,Arthropoda,Animalia,Terrestrial,juvenile,672,insecticide,NO,NO,NA,environmental,chronic,20,NA,fed,264,YES,NA,NA,NO,Aqueous suspension concentrates,YES,NA,2020,NA
375,wos159,imidacloprid,0.55,LC50,0.49,0.45,CI_95,5,10,"5 replicates, 10 individuals",Confidor,1,LC50,0.7,1,CI_95,5,10,"5 replicates, 10 individuals",log-logistic,wos159_ai_h,wos159_form_h,wos159_8,1,Folsomia candida,NA,University of Amsterdam,Entognatha ,Arthropoda,Animalia,Terrestrial,juvenile,672,insecticide,NO,NO,NA,environmental,chronic,20,NA,fed,264,YES,NA,NA,NO,Soluble concentrates,YES,NA,2020,NA
376,scopus3651,dinoseb,0.058,LC50,0.006,0.004,CI_95,4,5,"4 containers, 5 individuals",Vertac General,0.054,LC50,0.038,0.126,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_ai_a,scopus3651_form_aa,scopus3651_1,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,UNSURE,YES,NA,1989,NA
377,scopus3651,dinoseb,0.058,LC50,0.006,0.004,CI_95,4,5,"4 containers, 5 individuals",Vertac Selective,0.042,LC50,0.006,0.006,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_ai_a,scopus3651_form_ab,scopus3651_2,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,UNSURE,YES,NA,1989,NA
378,scopus3651,dinoseb,0.058,LC50,0.006,0.004,CI_95,4,5,"4 containers, 5 individuals",Gebutox,0.053,LC50,0.004,0.004,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_ai_a,scopus3651_form_ac,scopus3651_3,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,UNSURE,YES,NA,1989,NA
379,scopus3651,dinoseb,0.058,LC50,0.006,0.004,CI_95,4,5,"4 containers, 5 individuals",Premerge 3,0.028,LC50,0.004,0.005,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_ai_a,scopus3651_form_ad,scopus3651_4,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,UNSURE,YES,NA,1989,NA
380,scopus3651,dinoseb,0.088,LC50,0.01,0.01,CI_95,2,10,"2 replicates, 10 individuals each",Vertac General,0.09,LC50,0.014,0.02,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_ai_b,scopus3651_form_ba,scopus3651_5,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,UNSURE,YES,NA,1989,NA
381,scopus3651,dinoseb,0.088,LC50,0.01,0.01,CI_95,2,10,"2 replicates, 10 individuals each",Vertac Selective,0.093,LC50,0.018,0.017,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_ai_b,scopus3651_form_bb,scopus3651_6,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,UNSURE,YES,NA,1989,NA
382,scopus3651,dinoseb,0.088,LC50,0.01,0.01,CI_95,2,10,"2 replicates, 10 individuals each",Gebutox,0.1,LC50,0.013,0.03,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_ai_b,scopus3651_form_bc,scopus3651_7,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,UNSURE,YES,NA,1989,NA
383,scopus3651,dinoseb,0.088,LC50,0.01,0.01,CI_95,2,10,"2 replicates, 10 individuals each",Premerge 3,0.15,LC50,0.04,0.05,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_ai_b,scopus3651_form_bd,scopus3651_8,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,UNSURE,YES,NA,1989,NA
384,scopus3651,MSMA,2390,LC50,386,461,CI_95,4,5,"4 containers, 5 individuals",Bueno 6,2460,LC50,409,490,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_ai_c,scopus3651_form_ca,scopus3651_9,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,soluble concentrate,YES,NA,1989,NA
385,scopus3651,MSMA,2390,LC50,386,461,CI_95,4,5,"4 containers, 5 individuals",Daconate,385,LC50,48,55,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_ai_c,scopus3651_form_cb,scopus3651_10,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,soluble concentrate,YES,NA,1989,NA
386,scopus3651,MSMA,2390,LC50,386,461,CI_95,4,5,"4 containers, 5 individuals",Daconate 6,675,LC50,57,63,CI_95,4,5,"4 containers, 5 individuals",litchfield-wilcoxon,scopus3651_ai_c,scopus3651_form_cc,scopus3651_11,1,Ictalurus punctatus,channel catfish,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,soluble concentrate,YES,NA,1989,NA
387,scopus3651,MSMA,1210,LC50,233,289,CI_95,2,10,"2 replicates, 10 individuals each",Bueno 6,1290,LC50,388,555,CI_95,2,10,"2 replicates, 10 individuals each",litchfield-wilcoxon,scopus3651_ai_d,scopus3651_form_da,scopus3651_12,1,Pimephales promelas,fathead minnow,U.S. Fish and Wildlife Service hatcheries,Actinopterygii ,Chordata,Animalia,Aquatic,adult,96,herbicide,NO,NO,NA,environmental,acute,12,7.4,starved,8760,NO,NA,44,NO,soluble concentrate,YES,NA,1989,NA
